name_hotel,location_hotel,Free_Wifi_hotel,rating_hotel_num,rating_hotel_text,rating_hotel_qty,normal_price_hotel,discount_hotel,discount_price_hotel,reward_point_hotel,room,date,city
RedDoorz @ Batu Aji,Batu Aji,Free Wifi,10.0,Istimewa,2,179126.0,5,153153.0,122,1,2021-08-12,Batam
RedDoorz Plus near,Lubuk Baja,Free Wifi,8.5,Luar Biasa,13,400000.0,33,147538.0,118,1,2021-08-12,Batam
"OYO 90350 Hotel Five Star 2Lubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,263125.0,5,194976.0,155,1,2021-08-12,Batam
"Blitz Hotel Tj UncangSagulung,",Sagulung,Free Wifi,8.0,Sangat Baik,1,385431.0,5,219696.0,175,1,2021-08-12,Batam
RedDoorz @ Pasar Melayu Sagulung,Batu Aji,Free Wifi,10.0,Istimewa,1,225749.0,5,193016.0,154,1,2021-08-12,Batam
RedDoorz @ Baloi,Lubuk Baja,Free Wifi,10.0,Istimewa,2,248093.0,5,153198.0,122,1,2021-08-12,Batam
Eska Hotel,Batam Kota,Free Wifi,8.6,Luar Biasa,11,550000.0,18,450000.0,360,1,2021-08-12,Batam
RedDoorz near RSUD Embung Fatimah,Batu Aji,Free Wifi,9.0,Luar Biasa,5,315948.0,5,165083.0,132,1,2021-08-12,Batam
"OYO 664 Romance HotelNagoya,",Nagoya,Free Wifi,7.4,Sangat Baik,6,218835.0,5,162157.0,129,1,2021-08-12,Batam
Aston,Lubuk Baja,Free Wifi,9.5,Istimewa,11,971267.0,5,922704.0,738,1,2021-08-12,Batam
"The L Hotel EntertainmentLubuk Baja,",Lubuk Baja,Free Wifi,7.2,Sangat Baik,13,350000.0,29,250000.0,200,1,2021-08-12,Batam
OYO 1103 Hotel Prima,Batam Kota,Free Wifi,8.4,Luar Biasa,0,308742.0,5,228778.0,183,1,2021-08-12,Batam
"OYO 676 Nasa HotelLubuk Baja Kota,",Lubuk Baja Kota,Free Wifi,8.6,Luar Biasa,4,299833.0,5,222177.0,177,1,2021-08-12,Batam
"OYO 90366 Homestay 81 BaloiLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,180426.0,5,133696.0,106,1,2021-08-12,Batam
Kaliban Hotel,Batam Kota,Free Wifi,8.4,Luar Biasa,20,523076.0,35,340000.0,272,1,2021-08-12,Batam
Panbil Residence Apartment,Sei Beduk,Free Wifi,8.3,Luar Biasa,7,804589.0,5,764360.0,611,1,2021-08-12,Batam
"The K Hotel ( Ex Hotel Seruni )Batu Ampar,",Batu Ampar,Free Wifi,8.6,Luar Biasa,27,386667.0,26,285000.0,228,1,2021-08-12,Batam
Villa Nongsa Point Marina & Resort By,Nongsa,Free Wifi,8.4,Luar Biasa,0,1263157.0,5,1200000.0,960,1,2021-08-12,Batam
"OYO 1703 Terang Bintang HotelLubuk Baja,",Lubuk Baja,Free Wifi,3.6,Luar Biasa,3,218589.0,5,161975.0,129,1,2021-08-12,Batam
Unknown,Lubuk Baja,Free Wifi,8.5,Luar Biasa,20,538461.0,35,350000.0,280,1,2021-08-12,Batam
ASTON Inn Gideon -,Lubuk Baja,Free Wifi,8.8,Luar Biasa,19,698310.0,35,453902.0,363,1,2021-08-12,Batam
Swiss-Belinn Baloi,Lubuk Baja,Free Wifi,8.4,Luar Biasa,47,355789.0,5,338000.0,270,1,2021-08-12,Batam
"OS Style HotelBatu Aji,",Batu Aji,Free Wifi,8.7,Luar Biasa,19,266911.0,5,253566.0,202,1,2021-08-12,Batam
Zest Hotel Harbour Bay,Batu Ampar,Free Wifi,8.7,Luar Biasa,69,446153.0,35,290000.0,232,1,2021-08-12,Batam
"Swiss-Belhotel Harbour BayBatu Ampar,",Batu Ampar,Free Wifi,9.0,Luar Biasa,8,1461538.0,35,950000.0,760,1,2021-08-12,Batam
"Nagoya Hill HotelLubuk Baja,",Lubuk Baja,No,8.0,Sangat Baik,1,800000.0,31,550000.0,110,1,2021-08-12,Batam
OS Hotel Airport,Batam Kota,Free Wifi,8.5,Luar Biasa,42,330000.0,9,300000.0,240,1,2021-08-12,Batam
Greenland Hotel,Batam Kota,Free Wifi,7.8,Sangat Baik,21,350000.0,26,182000.0,145,1,2021-08-12,Batam
Barelang Hotel Nagoya,Batu Ampar,Free Wifi,8.3,Luar Biasa,43,350000.0,29,212500.0,170,1,2021-08-12,Batam
"OYO 3212 Coffee Jodoh HomestayBatu Ampar,",Batu Ampar,Free Wifi,8.4,Luar Biasa,0,256297.0,5,189917.0,151,1,2021-08-12,Batam
HARRIS Resort Barelang,Sagulung,Free Wifi,9.2,Istimewa,30,1450526.0,5,1378000.0,1102,1,2021-08-12,Batam
Biz Hotel,Lubuk Baja,Free Wifi,7.8,Sangat Baik,32,357894.0,5,340000.0,272,1,2021-08-12,Batam
Hotel Fresh One,Batam Kota,Free Wifi,8.8,Luar Biasa,10,263157.0,5,250000.0,200,1,2021-08-12,Batam
SPOT ON 2755 Zainab Homestay,Batam Kota,Free Wifi,8.4,Luar Biasa,0,217692.0,5,161310.0,129,1,2021-08-12,Batam
RedDoorz Plus near Nagoya Hill,Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,202501.0,5,105807.0,84,1,2021-08-12,Batam
Queen Victoria Apartment,Batam Kota,Free Wifi,9.9,Istimewa,3,555578.0,5,369460.0,295,1,2021-08-12,Batam
Unknown,Batu Ampar,Free Wifi,8.4,Luar Biasa,0,321538.0,35,209000.0,167,1,2021-08-12,Batam
"I Hotel BaloiLubuk Baja,",Lubuk Baja,Free Wifi,9.6,Istimewa,1,1139684.0,5,1082700.0,866,1,2021-08-12,Batam
Hans Inn,Lubuk Baja,Free Wifi,10.0,Istimewa,2,384615.0,35,250000.0,200,1,2021-08-12,Batam
BLITZ HOTEL,Batam Center,Free Wifi,9.3,Istimewa,6,257894.0,5,208250.0,166,1,2021-08-12,Batam
"OYO 625 Hotel Golden GateLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,147252.0,5,139890.0,111,1,2021-08-12,Batam
"OYO 1671 D-one HotelLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,226674.0,5,167966.0,134,1,2021-08-12,Batam
"OYO 90351 Hotel Five Star 1Lubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,203574.0,5,150849.0,120,1,2021-08-12,Batam
Jakson Homestay,Batam Kota,Free Wifi,10.0,Istimewa,1,115789.0,5,110000.0,88,1,2021-08-12,Batam
Hokkie Hotel,Nongsa,Free Wifi,10.0,Istimewa,1,289473.0,5,275000.0,220,1,2021-08-12,Batam
OYO 1917 Mamora Homestay,Batam Kota,Free Wifi,8.4,Luar Biasa,0,163805.0,5,121380.0,97,1,2021-08-12,Batam
"Woda Villa & SpaBengkong,",Bengkong,No,7.4,Sangat Baik,6,667692.0,35,434000.0,86,1,2021-08-12,Batam
Sahid,Batam Kota,Free Wifi,8.3,Luar Biasa,75,600000.0,5,570000.0,456,1,2021-08-12,Batam
"AVAVA EXPRESSLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,210526.0,5,200000.0,160,1,2021-08-12,Batam
"Lovina Inn PenuinLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,487436.0,5,277839.0,222,1,2021-08-12,Batam
"Dju Dju HotelLubuk Baja,",Lubuk Baja,No,5.5,Luar Biasa,5,197333.0,30,138000.0,27,1,2021-08-12,Batam
Zia Hotel Boutique,Batam Kota,Free Wifi,8.5,Luar Biasa,29,384615.0,35,250000.0,200,1,2021-08-12,Batam
Nite & Day,Batu Ampar,Free Wifi,7.7,Sangat Baik,21,346153.0,35,146250.0,117,1,2021-08-12,Batam
"Amaris Hotel Nagoya HillLubuk Baja,",Lubuk Baja,Free Wifi,8.7,Luar Biasa,28,505263.0,5,350400.0,280,1,2021-08-12,Batam
"OYO 1223 Hotel BahariBatu Ampar,",Batu Ampar,Free Wifi,8.5,Luar Biasa,3,179107.0,5,170152.0,136,1,2021-08-12,Batam
Ion Hotel,Batam Center,Free Wifi,8.4,Luar Biasa,0,239867.0,32,163709.0,130,1,2021-08-12,Batam
HARRIS Hotel,Batam Kota,Free Wifi,8.3,Luar Biasa,25,1323077.0,35,860000.0,688,1,2021-08-12,Batam
Safina Inn Syariah Sekupang,Sekupang,Free Wifi,8.4,Luar Biasa,0,180252.0,5,102744.0,82,1,2021-08-12,Batam
"Da Vienna Boutique HotelLubuk Baja,",Lubuk Baja,Free Wifi,8.7,Luar Biasa,6,726384.0,35,472150.0,377,1,2021-08-12,Batam
"AK Hotel Nagoya HillNagoya,",Nagoya,Free Wifi,8.2,Luar Biasa,6,415384.0,35,270000.0,216,1,2021-08-12,Batam
"Harmoni Suites HotelLubuk Baja,",Lubuk Baja,Free Wifi,9.0,Luar Biasa,9,500000.0,5,475000.0,380,1,2021-08-12,Batam
"Planet Holiday Hotel and ResidenceBatu Ampar,",Batu Ampar,Free Wifi,9.0,Luar Biasa,15,750000.0,20,599000.0,479,1,2021-08-12,Batam
"SP HotelSagulung,",Sagulung,Free Wifi,8.0,Sangat Baik,5,479106.0,35,311419.0,249,1,2021-08-12,Batam
The Centro Hotel & Residence by Orchardz,Batam Kota,Free Wifi,8.0,Sangat Baik,11,468584.0,35,304580.0,243,1,2021-08-12,Batam
"De Best HotelLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,2,355600.0,35,231140.0,184,1,2021-08-12,Batam
"Music Hotel Batu AmparBatu Ampar,",Batu Ampar,No,8.4,Luar Biasa,0,222176.0,26,165000.0,33,1,2021-08-12,Batam
Orchard Suite near,Lubuk Baja,No,8.4,Luar Biasa,0,229230.0,35,149000.0,29,1,2021-08-12,Batam
"LEON INN NagoyaBatu Ampar,",Batu Ampar,No,2.8,Luar Biasa,2,160000.0,25,120000.0,24,1,2021-08-12,Batam
RedDoorz Apartment @,Batam Kota,Free Wifi,8.4,Luar Biasa,0,770863.0,5,402776.0,322,1,2021-08-12,Batam
"OYO 90367 Homestay 81 PenuinLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,180161.0,5,128365.0,102,1,2021-08-12,Batam
RedDoorz Plus near Kepri Mall,Batam Kota,Free Wifi,7.8,Sangat Baik,15,644968.0,5,551448.0,441,1,2021-08-12,Batam
"Hotel Pelita TerangLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,215582.0,5,126978.0,101,1,2021-08-12,Batam
"Barelang Bridge HotelBulang,",Bulang,No,8.4,Luar Biasa,0,350000.0,35,227500.0,182,1,2021-08-12,Batam
Harmoni Hotel,Batu Ampar,Free Wifi,10.0,Istimewa,3,1038461.0,35,472500.0,378,1,2021-08-12,Batam
PIH,Batam Kota,Free Wifi,9.0,Luar Biasa,5,368421.0,5,350000.0,280,1,2021-08-12,Batam
HARRIS Resort,Sekupang,Free Wifi,8.2,Luar Biasa,27,1123077.0,35,730000.0,584,1,2021-08-12,Batam
Ibis Styles,Bengkong,No,8.4,Luar Biasa,0,648718.0,5,616283.0,123,1,2021-08-12,Batam
"Hana HotelLubuk Baja,",Lubuk Baja,Free Wifi,8.8,Luar Biasa,34,400000.0,30,280000.0,224,1,2021-08-12,Batam
Unknown,Nongsa,Free Wifi,5.6,Luar Biasa,5,5263158.0,5,3150000.0,2520,1,2021-08-12,Batam
"Nongsa Point Marina & ResortNongsa,",Nongsa,Free Wifi,8.8,Luar Biasa,1,2014736.0,5,861300.0,689,1,2021-08-12,Batam
Travelodge,Batu Ampar,Free Wifi,8.1,Luar Biasa,5,1000000.0,35,650000.0,520,1,2021-08-12,Batam
"Holiday HotelLubuk Baja,",Lubuk Baja,No,8.4,Luar Biasa,0,406667.0,32,275000.0,55,1,2021-08-12,Batam
Radisson Golf & Convention Center,Lubuk Baja,No,8.6,Luar Biasa,4,1208471.0,14,1035832.0,207,1,2021-08-12,Batam
"Namii HotelLubuk Baja,",Lubuk Baja,No,8.4,Luar Biasa,0,266667.0,25,200000.0,40,1,2021-08-12,Batam
Unknown,Batu Ampar,Free Wifi,7.8,Sangat Baik,26,289230.0,35,188000.0,150,1,2021-08-12,Batam
"Ramayana HotelLubuk Baja,",Lubuk Baja,No,4.4,Luar Biasa,4,246667.0,25,185000.0,37,1,2021-08-12,Batam
"KTM ResortSekupang,",Sekupang,Free Wifi,8.0,Sangat Baik,21,750000.0,5,712500.0,570,1,2021-08-12,Batam
Holiday Inn Resort,Sekupang,No,10.0,Istimewa,1,1292415.0,33,870708.0,174,1,2021-08-12,Batam
"I HotelLubuk Baja,",Lubuk Baja,No,9.2,Istimewa,1,1400000.0,25,1050000.0,210,1,2021-08-12,Batam
"Hotel GlorisLubuk Baja,",Lubuk Baja,Free Wifi,8.1,Luar Biasa,17,299000.0,33,200000.0,160,1,2021-08-12,Batam
"Green Rose HotelLubuk Baja,",Lubuk Baja,No,8.4,Luar Biasa,0,573333.0,25,430000.0,86,1,2021-08-12,Batam
Studio Apartment Nagoya Mansion,Lubuk Baja,No,8.4,Luar Biasa,0,476923.0,35,310000.0,62,1,2021-08-12,Batam
"Sky View Hotel (Managed by OS)Lubuk Baja,",Lubuk Baja,No,8.4,Luar Biasa,0,326804.0,23,251205.0,50,1,2021-08-12,Batam
"City Central HotelLubuk Baja,",Lubuk Baja,Free Wifi,9.3,Istimewa,15,381538.0,35,248000.0,198,1,2021-08-12,Batam
Crown Vista Hotel,Lubuk Baja,Free Wifi,9.0,Luar Biasa,4,550000.0,9,500500.0,400,1,2021-08-12,Batam
"Egihill @Bukit Palem PermaiBelian,",Belian,Free Wifi,8.4,Luar Biasa,0,154000.0,35,100100.0,80,1,2021-08-12,Batam
Happy Hotel,Batam Center,Free Wifi,8.4,Luar Biasa,0,392000.0,35,254800.0,203,1,2021-08-12,Batam
Hotel 01,Batam Kota,Free Wifi,9.4,Istimewa,3,400000.0,14,343000.0,274,1,2021-08-12,Batam
"Hotel 18Lubuk Baja,",Lubuk Baja,Free Wifi,4.0,Luar Biasa,4,231578.0,5,220000.0,176,1,2021-08-12,Batam
Hotel Nagoya Inn,Lubuk Baja,Free Wifi,7.5,Sangat Baik,7,280553.0,35,182360.0,145,1,2021-08-12,Batam
"Selesa HotelLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,525000.0,14,450000.0,360,1,2021-08-12,Batam
"OYO 1581 Hotel Grand PalaceLubuk Baja,",Lubuk Baja,Free Wifi,6.8,Baik,1,194894.0,5,144417.0,115,1,2021-08-12,Batam
Queen Inn,Sekupang,Free Wifi,8.4,Luar Biasa,0,269317.0,5,255852.0,204,1,2021-08-12,Batam
"Vanilla HotelLubuk Baja,",Lubuk Baja,Free Wifi,9.2,Istimewa,21,419557.0,5,398580.0,318,1,2021-08-12,Batam
"Turi Beach ResortNongsa,",Nongsa,Free Wifi,8.9,Luar Biasa,3,1840000.0,7,1201655.0,961,1,2021-08-12,Batam
"OYO 1771 Zeke HotelTanjung Riau,",Tanjung Riau,Free Wifi,8.4,Luar Biasa,0,551696.0,5,408807.0,327,1,2021-08-12,Batam
Sharon Square Apartment,Batam Kota,Free Wifi,8.4,Luar Biasa,0,600000.0,35,391500.0,313,1,2021-08-12,Batam
Puspa Guest House Syariah,Batam Kota,Free Wifi,8.4,Luar Biasa,0,357766.0,5,203927.0,163,1,2021-08-12,Batam
D'Kost Homestay,Batam Kota,Free Wifi,8.6,Luar Biasa,29,109181.0,35,70968.0,56,1,2021-08-12,Batam
Low-cost Room near,Lubuk Baja,No,8.4,Luar Biasa,0,105263.0,5,100000.0,20,1,2021-08-12,Batam
"89 HOTELLubuk Baja,",Lubuk Baja,No,8.4,Luar Biasa,0,721367.0,35,468889.0,93,1,2021-08-12,Batam
"Grand Cendana InnLubuk Baja,",Lubuk Baja,No,8.4,Luar Biasa,0,293333.0,25,220000.0,44,1,2021-08-12,Batam
"OYO 90507 Hotel KundurLubuk Baja,",Lubuk Baja,No,8.4,Luar Biasa,0,143463.0,5,136290.0,27,1,2021-08-12,Batam
"Forriz Hotel YogyakartaWirobrajan,",Wirobrajan,Free Wifi,9.0,Luar Biasa,150,828743.0,5,401526.0,321,1,2021-08-12,Jogja
"Whiz Hotel Malioboro YogyakartaGedongtengen,",Gedongtengen,Free Wifi,8.3,Luar Biasa,215,800000.0,33,425920.0,340,1,2021-08-12,Jogja
"Prima SR Hotel & ConventionSleman,",Sleman,Free Wifi,8.2,Luar Biasa,76,417810.0,5,178614.0,142,1,2021-08-12,Jogja
"Apartemen Jowo Kluthuk at Malioboro CitySleman,",Sleman,Free Wifi,6.6,Baik,28,454736.0,5,216000.0,172,1,2021-08-12,Jogja
"Kimaya Sudirman Yogyakarta by HarrisGondokusuman,",Gondokusuman,Free Wifi,8.4,Luar Biasa,0,684210.0,5,552500.0,442,1,2021-08-12,Jogja
"Satoria Hotel YogyakartaSleman,",Sleman,Free Wifi,8.9,Luar Biasa,50,804093.0,5,611111.0,488,1,2021-08-12,Jogja
"de Laxston Hotel YogyakartaGondokusuman,",Gondokusuman,Free Wifi,8.4,Luar Biasa,188,503580.0,35,278228.0,222,1,2021-08-12,Jogja
"Mashbrow HostelSleman,",Sleman,Free Wifi,8.4,Luar Biasa,30,131577.0,5,124999.0,99,1,2021-08-12,Jogja
"The Victoria Hotel YogyakartaSleman,",Sleman,Free Wifi,8.9,Luar Biasa,39,2275789.0,5,756700.0,605,1,2021-08-12,Jogja
"Best City HotelJetis,",Jetis,Free Wifi,8.6,Luar Biasa,317,500000.0,30,297500.0,238,1,2021-08-12,Jogja
"Malioboro Prime Hotel YogyakartaGedongtengen,",Gedongtengen,Free Wifi,8.6,Luar Biasa,102,608888.0,6,484000.0,387,1,2021-08-12,Jogja
"Greenhost Boutique Hotel PrawirotamanMergangsan,",Mergangsan,Free Wifi,8.6,Luar Biasa,82,1400000.0,26,625200.0,500,1,2021-08-12,Jogja
"Malioboro Garden HotelDanurejan,",Danurejan,Free Wifi,8.3,Luar Biasa,165,500000.0,21,212522.0,170,1,2021-08-12,Jogja
"Grand Sarila YogyakartaSleman,",Sleman,Free Wifi,8.1,Luar Biasa,154,312283.0,5,296669.0,237,1,2021-08-12,Jogja
"Septia Malioboro HotelGedongtengen,",Gedongtengen,Free Wifi,9.2,Istimewa,31,157894.0,5,127500.0,102,1,2021-08-12,Jogja
"The Arizon Hotel @ MalioboroGedongtengen,",Gedongtengen,Free Wifi,9.0,Luar Biasa,58,350000.0,21,178750.0,143,1,2021-08-12,Jogja
"Kotta GO YogyakartaJetis,",Jetis,Free Wifi,9.8,Istimewa,14,351173.0,5,326275.0,261,1,2021-08-12,Jogja
"All Nite & Day Hotel Gejayan YogyakartaGondokusuman,",Gondokusuman,Free Wifi,8.9,Luar Biasa,24,501300.0,5,404800.0,323,1,2021-08-12,Jogja
"Platinum Adisucipto Hotel & Conference CenterSleman,",Sleman,Free Wifi,9.2,Istimewa,94,611368.0,5,580800.0,464,1,2021-08-12,Jogja
"Golom Room by Vivo ApartemenSleman,",Sleman,Free Wifi,7.9,Sangat Baik,32,235000.0,16,198000.0,158,1,2021-08-12,Jogja
"Aveon Hotel Yogyakarta by Daphna InternationalSleman,",Sleman,Free Wifi,7.8,Sangat Baik,20,821606.0,5,663447.0,530,1,2021-08-12,Jogja
"Gallery Prawirotaman HotelMergangsan,",Mergangsan,Free Wifi,8.5,Luar Biasa,60,578947.0,5,522500.0,418,1,2021-08-12,Jogja
"Djuragan Kamar HarmoniSleman,",Sleman,Free Wifi,8.4,Luar Biasa,0,142105.0,5,135000.0,108,1,2021-08-12,Jogja
Griya,Jetis,Free Wifi,8.3,Luar Biasa,175,314736.0,5,233220.0,186,1,2021-08-12,Jogja
"The Jayakarta Yogyakarta Hotel & SpaSleman,",Sleman,Free Wifi,8.2,Luar Biasa,97,2000000.0,35,650000.0,520,1,2021-08-12,Jogja
"Casa Coco ResortGunung Kidul,",Gunung Kidul,Free Wifi,8.5,Luar Biasa,7,396598.0,5,320254.0,256,1,2021-08-12,Jogja
"Djuragan Kamar KayonSleman,",Sleman,Free Wifi,8.4,Luar Biasa,0,157894.0,5,150000.0,120,1,2021-08-12,Jogja
"Prima In Hotel MalioboroGedongtengen,",Gedongtengen,Free Wifi,8.6,Luar Biasa,223,520775.0,5,494737.0,395,1,2021-08-12,Jogja
"D'Kayon Hotel Demangan YogyakartaSleman,",Sleman,Free Wifi,8.8,Luar Biasa,30,315789.0,5,300000.0,240,1,2021-08-12,Jogja
"Khas Tugu (formerly Pesonna Hotel Tugu)Jetis,",Jetis,Free Wifi,8.8,Luar Biasa,54,1023076.0,35,532000.0,425,1,2021-08-12,Jogja
"Djuragan Kamar TeduhSleman,",Sleman,Free Wifi,8.4,Luar Biasa,0,157894.0,5,150000.0,120,1,2021-08-12,Jogja
"Bueno Colombo HotelSleman,",Sleman,Free Wifi,7.9,Sangat Baik,94,490947.0,5,396440.0,317,1,2021-08-12,Jogja
"Sahid Raya Hotel & Convention YogyakartaSleman,",Sleman,Free Wifi,7.7,Sangat Baik,96,688713.0,5,556136.0,444,1,2021-08-12,Jogja
"Grand Kangen Urip SumoharjoGondokusuman,",Gondokusuman,Free Wifi,8.1,Luar Biasa,127,683684.0,5,513105.0,410,1,2021-08-12,Jogja
"Home Addicts YogyaWirobrajan,",Wirobrajan,Free Wifi,9.2,Istimewa,8,472631.0,5,246950.0,197,1,2021-08-12,Jogja
"Hotel Indies Heritage PrawirotamanMergangsan,",Mergangsan,Free Wifi,8.4,Luar Biasa,38,453893.0,5,388079.0,310,1,2021-08-12,Jogja
"Nusalink Near UGM SlemanSleman,",Sleman,Free Wifi,8.9,Luar Biasa,5,247368.0,5,117500.0,94,1,2021-08-12,Jogja
"Ceria Boutique Hotel BabarsariSleman,",Sleman,Free Wifi,7.8,Sangat Baik,67,360000.0,5,222300.0,177,1,2021-08-12,Jogja
Next Trip Homestay,Sleman,Free Wifi,8.4,Luar Biasa,0,5000000.0,5,4750000.0,3800,1,2021-08-12,Jogja
"Asana Grove Hotel YogyakartaUmbulharjo,",Umbulharjo,Free Wifi,8.1,Luar Biasa,79,294736.0,5,252000.0,201,1,2021-08-12,Jogja
"Hotel New Saphir YogyakartaGondokusuman,",Gondokusuman,Free Wifi,8.7,Luar Biasa,106,1000000.0,5,570000.0,456,1,2021-08-12,Jogja
"Hotel Puspo Nugroho Malioboro YogyakartaDanurejan,",Danurejan,Free Wifi,9.2,Istimewa,102,259131.0,5,140320.0,112,1,2021-08-12,Jogja
"Jowo Kluthuk HeritageSleman,",Sleman,No,9.2,Istimewa,18,210315.0,5,99900.0,79,1,2021-08-12,Jogja
"Arah Living (FKA Lokal Hotel)Sleman,",Sleman,Free Wifi,10.0,Istimewa,2,619789.0,5,588800.0,471,1,2021-08-12,Jogja
"@HOM Premiere Timoho YogyakartaUmbulharjo,",Umbulharjo,Free Wifi,9.2,Istimewa,125,518736.0,5,369600.0,295,1,2021-08-12,Jogja
"Cantya HotelMergangsan,",Mergangsan,Free Wifi,7.9,Sangat Baik,20,326315.0,5,263500.0,210,1,2021-08-12,Jogja
"Hotel OrlenGondokusuman,",Gondokusuman,Free Wifi,7.9,Sangat Baik,158,463157.0,5,220000.0,176,1,2021-08-12,Jogja
"POP! Hotel Sangaji YogyakartaJetis,",Jetis,Free Wifi,8.7,Luar Biasa,491,500000.0,31,346000.0,276,1,2021-08-12,Jogja
"Tasneem Convention Hotel YogyakartaMergangsan,",Mergangsan,Free Wifi,8.4,Luar Biasa,6,526315.0,5,250000.0,200,1,2021-08-12,Jogja
"Kombokarno Hotel MalioboroGedongtengen,",Gedongtengen,Free Wifi,8.8,Luar Biasa,4,245473.0,5,186560.0,149,1,2021-08-12,Jogja
"Griya Desa Hotel & PoolSleman,",Sleman,Free Wifi,7.6,Sangat Baik,34,259368.0,5,177408.0,141,1,2021-08-12,Jogja
"Jowo Kluthuk Taman MelatiSleman,",Sleman,No,7.5,Sangat Baik,6,418357.0,5,198720.0,158,1,2021-08-12,Jogja
"Cakra Kusuma HotelSleman,",Sleman,Free Wifi,7.8,Sangat Baik,161,406264.0,5,328058.0,262,1,2021-08-12,Jogja
"The Grand Palace Hotel YogyakartaMantrijeron,",Mantrijeron,Free Wifi,7.9,Sangat Baik,65,561076.0,35,291760.0,233,1,2021-08-12,Jogja
"Blue Safir Hotel YogyakartaGedongtengen,",Gedongtengen,Free Wifi,6.4,Luar Biasa,6,378947.0,5,288000.0,230,1,2021-08-12,Jogja
"Cordela Kartika Dewi Malioboro YogyakartaNgampilan,",Ngampilan,Free Wifi,9.2,Istimewa,256,368421.0,5,350000.0,280,1,2021-08-12,Jogja
"Grand Malioboro YogyakartaGedongtengen,",Gedongtengen,Free Wifi,8.2,Luar Biasa,91,1389473.0,5,528000.0,422,1,2021-08-12,Jogja
Tasik,Mantrijeron,Free Wifi,7.5,Sangat Baik,29,208631.0,5,100091.0,80,1,2021-08-12,Jogja
Hotel Olympic,Mergangsan,Free Wifi,7.6,Sangat Baik,1,123089.0,5,99395.0,79,1,2021-08-12,Jogja
"Sunrise Hotel YogyakartaSleman,",Sleman,Free Wifi,8.3,Luar Biasa,28,627157.0,5,595800.0,476,1,2021-08-12,Jogja
"Votel Viure HotelSleman,",Sleman,Free Wifi,8.0,Sangat Baik,108,213157.0,5,162000.0,129,1,2021-08-12,Jogja
"Hotel Bukit Uhud YogyakartaUmbulharjo,",Umbulharjo,Free Wifi,9.4,Istimewa,8,323065.0,5,296912.0,237,1,2021-08-12,Jogja
"Delta HomestayMergangsan,",Mergangsan,Free Wifi,8.4,Luar Biasa,0,842105.0,5,240000.0,192,1,2021-08-12,Jogja
"Hotel Cakra KembangSleman,",Sleman,Free Wifi,8.1,Luar Biasa,62,365950.0,16,262511.0,210,1,2021-08-12,Jogja
"Omah AmbarukmoSleman,",Sleman,Free Wifi,8.1,Luar Biasa,46,200996.0,5,105021.0,84,1,2021-08-12,Jogja
"Hotel Mataram MalioboroGedongtengen,",Gedongtengen,Free Wifi,8.2,Luar Biasa,32,378947.0,5,324000.0,259,1,2021-08-12,Jogja
"FIVE TWO HomestaySleman,",Sleman,Free Wifi,8.4,Luar Biasa,0,220440.0,5,198947.0,159,1,2021-08-12,Jogja
"Wayang BnBTegalrejo,",Tegalrejo,Free Wifi,9.5,Istimewa,6,249230.0,35,137700.0,110,1,2021-08-12,Jogja
"Gadjah Mada University Club Hotel & ConventionSleman,",Sleman,Free Wifi,8.7,Luar Biasa,39,426315.0,5,283500.0,226,1,2021-08-12,Jogja
"Griya Sentana Malioboro HotelJetis,",Jetis,Free Wifi,8.8,Luar Biasa,57,463846.0,35,301500.0,241,1,2021-08-12,Jogja
"Hotel Grand Rosela YogyakartaMergangsan,",Mergangsan,Free Wifi,8.0,Sangat Baik,27,1184210.0,5,337500.0,270,1,2021-08-12,Jogja
"Grand Keisha YogyakartaSleman,",Sleman,Free Wifi,9.2,Istimewa,107,1200000.0,17,900000.0,720,1,2021-08-12,Jogja
"Indonesia Hotel MalioboroGedongtengen,",Gedongtengen,Free Wifi,5.2,Luar Biasa,5,210526.0,5,180000.0,144,1,2021-08-12,Jogja
"Novatel Malioboro YogyakartaNgampilan,",Ngampilan,Free Wifi,7.6,Sangat Baik,42,284210.0,5,135000.0,108,1,2021-08-12,Jogja
"De Gadri Ndalem YogyakartaBantul,",Bantul,Free Wifi,9.6,Istimewa,1,193684.0,5,156400.0,125,1,2021-08-12,Jogja
"Anjuma BackpackerDanurejan,",Danurejan,Free Wifi,8.4,Luar Biasa,0,368947.0,5,133190.0,106,1,2021-08-12,Jogja
"New Hotel LilikGedongtengen,",Gedongtengen,Free Wifi,7.4,Sangat Baik,37,473684.0,5,382500.0,306,1,2021-08-12,Jogja
