name_hotel,location_hotel,Free_Wifi_hotel,rating_hotel_num,rating_hotel_text,rating_hotel_qty,normal_price_hotel,discount_hotel,discount_price_hotel,reward_point_hotel,room,date,city
"Mount Batur VillaBangli,",Bangli,Free Wifi,9.8,Istimewa,2,1070526.0,5,406800.0,325,1,2021-08-12,Bali
"HARRIS Hotel & Residences Sunset RoadKuta,",Kuta,Free Wifi,8.4,Luar Biasa,50,630526.0,5,329450.0,263,1,2021-08-12,Bali
OYO Flagship 90747 Ransha Stay,Denpasar,Free Wifi,8.4,Luar Biasa,0,317243.0,5,235077.0,188,1,2021-08-12,Bali
"POP! Hotel Teuku UmarDenpasar,",Denpasar,Free Wifi,8.3,Luar Biasa,81,256141.0,5,243334.0,194,1,2021-08-12,Bali
Le Grande,Badung,Free Wifi,8.5,Luar Biasa,21,1250000.0,25,373800.0,299,1,2021-08-12,Bali
Bloo,Badung,Free Wifi,8.4,Luar Biasa,0,280000.0,5,154280.0,123,1,2021-08-12,Bali
Grand,Badung,Free Wifi,9.2,Istimewa,5,1500000.0,21,770250.0,616,1,2021-08-12,Bali
"Amatara Arya UbudGianyar,",Gianyar,Free Wifi,8.4,Luar Biasa,0,775814.0,5,309550.0,247,1,2021-08-12,Bali
"Villa Deh Simba at Seminyak AramanisBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,6105263.0,5,5800000.0,4640,1,2021-08-12,Bali
"Adiwana Warnakali ResortKlungkung,",Klungkung,Free Wifi,8.4,Luar Biasa,0,2269856.0,5,1078182.0,862,1,2021-08-12,Bali
POP! Hotel Denpasar,Denpasar,Free Wifi,8.2,Luar Biasa,41,256410.0,35,166667.0,133,1,2021-08-12,Bali
"Kutabex Beach Front HotelBadung,",Badung,Free Wifi,8.7,Luar Biasa,99,756315.0,5,359250.0,287,1,2021-08-12,Bali
"Mars City HotelDenpasar,",Denpasar,Free Wifi,7.5,Sangat Baik,53,700000.0,35,159250.0,127,1,2021-08-12,Bali
"Rofa Kuta HotelBadung,",Badung,Free Wifi,8.2,Luar Biasa,51,575384.0,35,175780.0,140,1,2021-08-12,Bali
"The Sun Heaven Ubud by InaraGianyar,",Gianyar,Free Wifi,8.4,Luar Biasa,0,951578.0,5,361600.0,289,1,2021-08-12,Bali
POP! Hotel Kuta Beach,Badung,Free Wifi,8.3,Luar Biasa,213,205263.0,5,195000.0,156,1,2021-08-12,Bali
"Transera Kamini Legian HotelBadung,",Badung,Free Wifi,8.6,Luar Biasa,17,1184615.0,35,246400.0,197,1,2021-08-12,Bali
"Permata Kuta HotelBadung,",Badung,Free Wifi,8.7,Luar Biasa,52,1052631.0,5,220000.0,176,1,2021-08-12,Bali
HARRIS Hotel Kuta Tuban,Badung,Free Wifi,8.9,Luar Biasa,22,642105.0,5,250100.0,200,1,2021-08-12,Bali
HARRIS Hotel and Conventions Denpasar,Denpasar,Free Wifi,8.6,Luar Biasa,54,278947.0,5,265000.0,212,1,2021-08-12,Bali
"Swandewi HomestayBadung,",Badung,No,6.9,Baik,12,83076.0,35,54000.0,43,1,2021-08-12,Bali
"Nirmala Hotel JimbaranBadung,",Badung,Free Wifi,7.9,Sangat Baik,20,700000.0,20,196196.0,156,1,2021-08-12,Bali
"Villa Gajah Mas Bedugul by eCommerceLokaTabanan,",Tabanan,Free Wifi,8.4,Luar Biasa,0,955263.0,5,363000.0,290,1,2021-08-12,Bali
HARRIS Hotel Seminyak,Badung,Free Wifi,8.3,Luar Biasa,32,584210.0,5,360750.0,288,1,2021-08-12,Bali
"Amatara Athaya UbudGianyar,",Gianyar,Free Wifi,8.4,Luar Biasa,0,620631.0,5,265320.0,212,1,2021-08-12,Bali
"Amatara Agung RakaGianyar,",Gianyar,Free Wifi,8.4,Luar Biasa,0,571263.0,5,260496.0,208,1,2021-08-12,Bali
"The Aveda Boutique HotelBadung,",Badung,Free Wifi,8.6,Luar Biasa,2,810526.0,5,292600.0,234,1,2021-08-12,Bali
"Kuta Majesty HotelBadung,",Badung,Free Wifi,9.6,Istimewa,5,460000.0,33,198900.0,159,1,2021-08-12,Bali
"The Vasini HotelDenpasar,",Denpasar,Free Wifi,8.0,Sangat Baik,10,650000.0,5,247047.0,197,1,2021-08-12,Bali
"J4 Hotels LegianBadung,",Badung,Free Wifi,8.8,Luar Biasa,45,1069600.0,35,312858.0,250,1,2021-08-12,Bali
"Sri KrisnaBadung,",Badung,Free Wifi,10.0,Istimewa,1,300000.0,20,239200.0,191,1,2021-08-12,Bali
HOTEL & RESIDENCES Riverview Kuta -,Badung,Free Wifi,8.4,Luar Biasa,89,576842.0,5,383600.0,306,1,2021-08-12,Bali
"Loft Legian HotelBadung,",Badung,Free Wifi,7.7,Sangat Baik,17,1461538.0,35,361000.0,288,1,2021-08-12,Bali
"Blanjong Homestay by eCommerceLokaDenpasar,",Denpasar,Free Wifi,9.5,Istimewa,3,560000.0,31,153720.0,122,1,2021-08-12,Bali
"The Rinaya Canggu by eCommerceLokaBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,774712.0,35,201425.0,161,1,2021-08-12,Bali
"Losari Sunset HotelBadung,",Badung,No,8.4,Luar Biasa,86,343076.0,35,178400.0,142,1,2021-08-12,Bali
"The Legian Sunset ResidenceBadung,",Badung,Free Wifi,7.2,Sangat Baik,18,761538.0,35,311850.0,249,1,2021-08-12,Bali
Villa Atap Padi by Nagisa,Gianyar,Free Wifi,8.4,Luar Biasa,0,9473684.0,5,3780000.0,3024,1,2021-08-12,Bali
Lloyd's Inn,Badung,Free Wifi,8.6,Luar Biasa,5,554210.0,5,447525.0,358,1,2021-08-12,Bali
"Pradja Slumbung VillasKlungkung,",Klungkung,Free Wifi,10.0,Istimewa,1,618947.0,5,264600.0,211,1,2021-08-12,Bali
"Bhanuswari Resort & SpaGianyar,",Gianyar,Free Wifi,6.8,Baik,5,1135786.0,5,323699.0,258,1,2021-08-12,Bali
Villa,Badung,Free Wifi,8.4,Luar Biasa,0,7692308.0,35,2100000.0,1680,1,2021-08-12,Bali
"Adiwana Arya VillasGianyar,",Gianyar,Free Wifi,8.4,Luar Biasa,0,904000.0,5,360696.0,288,1,2021-08-12,Bali
"Hotel Neo+ Kuta Legian by ASTONBadung,",Badung,Free Wifi,9.0,Luar Biasa,33,500000.0,27,364800.0,291,1,2021-08-12,Bali
"Agata VillasBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,4230769.0,35,1787500.0,1430,1,2021-08-12,Bali
"Amatara Royal GaneshaGianyar,",Gianyar,Free Wifi,8.4,Luar Biasa,0,916842.0,5,348400.0,278,1,2021-08-12,Bali
"Maharaja VillasBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,3000000.0,8,1787500.0,1430,1,2021-08-12,Bali
Lidwina Villa by Nagisa,Badung,Free Wifi,8.4,Luar Biasa,0,4923077.0,35,1344000.0,1075,1,2021-08-12,Bali
Villa La Sirena by Nagisa,Badung,Free Wifi,8.4,Luar Biasa,0,4923077.0,35,1344000.0,1075,1,2021-08-12,Bali
Villa Kaja by Nagisa,Badung,Free Wifi,8.4,Luar Biasa,0,7894737.0,5,3150000.0,2520,1,2021-08-12,Bali
"The Awandari Villas SeminyakBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,1406202.0,5,868330.0,694,1,2021-08-12,Bali
"Hotel Wirton SeminyakBadung,",Badung,Free Wifi,9.2,Istimewa,3,173684.0,5,165000.0,132,1,2021-08-12,Bali
Villa,Badung,Free Wifi,8.4,Luar Biasa,0,2042105.0,5,1261000.0,1008,1,2021-08-12,Bali
"Lavender Villa & SpaBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,1715000.0,5,651700.0,521,1,2021-08-12,Bali
"The Joglo Beratan by eCommerceLokaTabanan,",Tabanan,Free Wifi,8.4,Luar Biasa,0,1410315.0,5,535920.0,428,1,2021-08-12,Bali
"Menjangan Dynasty ResortBuleleng,",Buleleng,Free Wifi,8.4,Luar Biasa,0,2887615.0,35,1501560.0,1201,1,2021-08-12,Bali
"Tijili BenoaBadung,",Badung,Free Wifi,9.4,Istimewa,5,2631579.0,5,750000.0,600,1,2021-08-12,Bali
"Rivavi Kuta Beach HotelBadung,",Badung,No,8.4,Luar Biasa,91,750000.0,5,249375.0,199,1,2021-08-12,Bali
"Alam Puisi VillaGianyar,",Gianyar,Free Wifi,8.4,Luar Biasa,0,1511519.0,5,502580.0,402,1,2021-08-12,Bali
"Adiwana BismaGianyar,",Gianyar,Free Wifi,8.4,Luar Biasa,0,1302703.0,5,457900.0,366,1,2021-08-12,Bali
"Yan's House HotelBadung,",Badung,Free Wifi,9.5,Istimewa,12,1710136.0,5,487389.0,389,1,2021-08-12,Bali
"Kompyang CottageKlungkung,",Klungkung,Free Wifi,10.0,Istimewa,1,1101579.0,5,460460.0,368,1,2021-08-12,Bali
"The One LegianBadung,",Badung,Free Wifi,9.1,Istimewa,14,653052.0,5,465300.0,372,1,2021-08-12,Bali
"DevinSky Hotel SeminyakBadung,",Badung,Free Wifi,9.0,Luar Biasa,8,1392161.0,5,529021.0,423,1,2021-08-12,Bali
"RedDoorz @ Imam Bonjol KutaDenpasar,",Denpasar,Free Wifi,7.0,Baik,2,192673.0,5,100672.0,80,1,2021-08-12,Bali
"Cara Cara InnBadung,",Badung,Free Wifi,9.0,Luar Biasa,42,265263.0,5,214200.0,171,1,2021-08-12,Bali
"The Yani HotelDenpasar,",Denpasar,Free Wifi,8.2,Luar Biasa,23,350000.0,17,291000.0,232,1,2021-08-12,Bali
"RedDoorz @ Taman Griya Jimbaran 2Badung,",Badung,Free Wifi,9.2,Istimewa,7,176494.0,5,167670.0,134,1,2021-08-12,Bali
Unknown,Badung,Free Wifi,8.5,Luar Biasa,22,1366315.0,5,359546.0,287,1,2021-08-12,Bali
Daun,Badung,Free Wifi,9.2,Istimewa,18,1615384.0,35,577500.0,462,1,2021-08-12,Bali
"Mega Boutique Hotel and SpaBadung,",Badung,Free Wifi,8.7,Luar Biasa,109,1300000.0,28,243931.0,195,1,2021-08-12,Bali
"Villa Mandi UbudGianyar,",Gianyar,Free Wifi,8.4,Luar Biasa,69,397894.0,5,189000.0,151,1,2021-08-12,Bali
"The Jimbaran VillaBadung,",Badung,Free Wifi,8.8,Luar Biasa,1,2107368.0,5,2002000.0,1601,1,2021-08-12,Bali
"Liberta Seminyak HotelBadung,",Badung,Free Wifi,8.8,Luar Biasa,46,315789.0,5,240000.0,192,1,2021-08-12,Bali
"OYO 1486 Tantular ResidenceDenpasar,",Denpasar,Free Wifi,8.4,Luar Biasa,0,195507.0,5,144871.0,115,1,2021-08-12,Bali
"Jimbaran 5 Guesthouse RedPartnerBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,338947.0,5,177100.0,141,1,2021-08-12,Bali
"RedDoorz near Legian StreetBadung,",Badung,Free Wifi,9.0,Luar Biasa,5,257894.0,5,134750.0,107,1,2021-08-12,Bali
"Mansu Hotel & Spa LegianDenpasar,",Denpasar,Free Wifi,8.4,Luar Biasa,0,148256.0,5,140844.0,112,1,2021-08-12,Bali
"Double-Six Luxury Hotel SeminyakBadung,",Badung,No,9.4,Istimewa,3,1784598.0,11,1593386.0,318,1,2021-08-12,Bali
"RedDoorz @ Kerta Dalem SidakaryaDenpasar,",Denpasar,Free Wifi,8.4,Luar Biasa,0,253157.0,5,132275.0,105,1,2021-08-12,Bali
"Aleesha VillasDenpasar,",Denpasar,Free Wifi,8.4,Luar Biasa,0,833684.0,5,435600.0,348,1,2021-08-12,Bali
"Sanur Art VillasDenpasar,",Denpasar,Free Wifi,8.4,Luar Biasa,0,568421.0,5,297000.0,237,1,2021-08-12,Bali
"OYO 2136 Escotel KrisnantaraBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,200238.0,5,148377.0,118,1,2021-08-12,Bali
"Taman Agung HotelDenpasar,",Denpasar,Free Wifi,8.4,Luar Biasa,0,450000.0,17,375000.0,300,1,2021-08-12,Bali
Grand Zuri Kuta,Badung,Free Wifi,8.3,Luar Biasa,71,407116.0,5,255262.0,204,1,2021-08-12,Bali
"Kaen ApartmentsBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,183333.0,18,150000.0,120,1,2021-08-12,Bali
"Aksari Resort UbudGianyar,",Gianyar,Free Wifi,9.6,Istimewa,2,1901052.0,5,1173900.0,939,1,2021-08-12,Bali
"OYO 1952 Hotel Dewata IndahDenpasar,",Denpasar,Free Wifi,8.4,Luar Biasa,0,133077.0,5,98611.0,78,1,2021-08-12,Bali
OYO 3904 Kiki Residence,Denpasar,Free Wifi,8.4,Luar Biasa,2,184622.0,5,131543.0,105,1,2021-08-12,Bali
"Suris Boutique HotelBadung,",Badung,Free Wifi,10.0,Istimewa,2,210000.0,5,199500.0,159,1,2021-08-12,Bali
"The Capella Guest HouseBadung,",Badung,Free Wifi,8.3,Luar Biasa,8,180000.0,5,171000.0,136,1,2021-08-12,Bali
"Manca VillaBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,1923157.0,5,1187550.0,950,1,2021-08-12,Bali
"Lembayung Sari HomestayDenpasar,",Denpasar,Free Wifi,9.6,Istimewa,4,261346.0,5,163864.0,131,1,2021-08-12,Bali
"Padmasari Resort LovinaBuleleng,",Buleleng,Free Wifi,8.5,Luar Biasa,9,1368421.0,5,780000.0,624,1,2021-08-12,Bali
The Decks,Badung,Free Wifi,8.4,Luar Biasa,0,1435789.0,5,736560.0,589,1,2021-08-12,Bali
"RedDoorz near Penimbangan Beach SingarajaBuleleng,",Buleleng,Free Wifi,8.4,Luar Biasa,0,470652.0,5,245916.0,196,1,2021-08-12,Bali
"OYO 3716 DijobiBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,238721.0,5,176892.0,141,1,2021-08-12,Bali
"Aston Canggu Beach ResortBadung,",Badung,Free Wifi,8.8,Luar Biasa,1,800000.0,26,592800.0,474,1,2021-08-12,Bali
Unknown,Denpasar,Free Wifi,9.5,Istimewa,3,431307.0,35,280350.0,224,1,2021-08-12,Bali
"Jambuluwuk Oceano Seminyak HotelBadung,",Badung,Free Wifi,9.5,Istimewa,3,852631.0,5,567000.0,453,1,2021-08-12,Bali
"RedDoorz near Mertasari Beach 2Denpasar,",Denpasar,Free Wifi,10.0,Istimewa,1,225789.0,5,117975.0,94,1,2021-08-12,Bali
OYO 1684 Marina Suite Apartment,Denpasar,Free Wifi,8.4,Luar Biasa,0,217229.0,5,160967.0,128,1,2021-08-12,Bali
"Ginanthi CottageKlungkung,",Klungkung,Free Wifi,8.4,Luar Biasa,0,146675.0,16,122850.0,98,1,2021-08-12,Bali
"Kira CottagesKlungkung,",Klungkung,Free Wifi,10.0,Istimewa,1,335263.0,5,159250.0,127,1,2021-08-12,Bali
"OYO 3244 Grand Chandra HotelDenpasar Barat,",Denpasar Barat,Free Wifi,8.4,Luar Biasa,0,107382.0,5,102013.0,81,1,2021-08-12,Bali
"RedDoorz near Exit Toll Nusa DuaBadung,",Badung,Free Wifi,8.0,Sangat Baik,2,125894.0,5,119600.0,95,1,2021-08-12,Bali
"Allamanda Villa JimbaranBadung,",Badung,Free Wifi,8.4,Luar Biasa,0,1200000.0,9,1087500.0,870,1,2021-08-12,Bali
"OYO 3018 Vin StayRenon,",Renon,Free Wifi,8.4,Luar Biasa,0,189771.0,5,180283.0,144,1,2021-08-12,Bali
"Matahari Guest HouseDenpasar,",Denpasar,Free Wifi,9.2,Istimewa,2,200000.0,18,115500.0,92,1,2021-08-12,Bali
"Sekar Waru HomestayDenpasar,",Denpasar,Free Wifi,9.6,Istimewa,1,182588.0,5,147440.0,117,1,2021-08-12,Bali
"Bellevue Hills Nusa DuaBadung,",Badung,Free Wifi,6.4,Luar Biasa,6,969230.0,35,630000.0,504,1,2021-08-12,Bali
Whiz Prime Hotel Khatib Sulaiman,Padang Utara,Free Wifi,8.6,Luar Biasa,85,690000.0,22,428000.0,342,1,2021-08-12,Padang
Mocca Guest House,Padang Barat,Free Wifi,8.5,Luar Biasa,4,544673.0,5,413952.0,331,1,2021-08-12,Padang
Fafan Budget Hotel,Padang Utara,Free Wifi,4.0,Luar Biasa,4,186923.0,35,103275.0,82,1,2021-08-12,Padang
favehotel Olo,Padang Barat,Free Wifi,8.1,Luar Biasa,143,523400.0,31,358986.0,287,1,2021-08-12,Padang
Hotel Pangeran City,Padang Barat,Free Wifi,7.9,Sangat Baik,120,426315.0,5,405000.0,324,1,2021-08-12,Padang
Kyriad Hotel BumiMinang,Padang Barat,Free Wifi,8.2,Luar Biasa,71,1000000.0,35,650000.0,520,1,2021-08-12,Padang
Daima Hotel,Padang Timur,Free Wifi,8.6,Luar Biasa,111,417557.0,5,396680.0,317,1,2021-08-12,Padang
Deivan Hotel,Padang Barat,Free Wifi,8.5,Luar Biasa,44,461538.0,35,300000.0,240,1,2021-08-12,Padang
Rocky Plaza Hotel,Padang Barat,Free Wifi,8.8,Luar Biasa,96,1101579.0,5,837200.0,669,1,2021-08-12,Padang
RedDoorz Plus Syariah @ Jalan Dr Sutomo,Padang Timur,Free Wifi,6.5,Baik,10,427001.0,5,223108.0,178,1,2021-08-12,Padang
RedDoorz Plus Syariah near RSUP Dr. M. Djamil,Sawahan,Free Wifi,7.4,Sangat Baik,4,290747.0,5,248589.0,198,1,2021-08-12,Padang
Polamas Residence,Padang Timur,Free Wifi,9.3,Istimewa,9,207368.0,5,197000.0,157,1,2021-08-12,Padang
SPOT ON 2182 Al-ghani 2,Padang Timur,Free Wifi,8.4,Luar Biasa,1,180822.0,5,133989.0,107,1,2021-08-12,Padang
Truntum,Padang Barat,Free Wifi,8.7,Luar Biasa,103,3333333.0,21,2639656.0,2111,1,2021-08-12,Padang
Hotel Putra Mahkota Syariah RedPartner,Padang Barat,Free Wifi,8.4,Luar Biasa,0,411483.0,5,215000.0,172,1,2021-08-12,Padang
Wisma Mutiara,Padang Barat,Free Wifi,6.0,Luar Biasa,6,200000.0,5,133000.0,106,1,2021-08-12,Padang
Guest House RangkayoBasa,Padang Timur,Free Wifi,8.1,Luar Biasa,4,300000.0,27,220000.0,176,1,2021-08-12,Padang
ibis,Padang Utara,No,8.5,Luar Biasa,45,725596.0,5,689317.0,137,1,2021-08-12,Padang
RedDoorz near Universitas Negeri,Ulak Karang Selatan,Free Wifi,9.8,Istimewa,3,280800.0,5,240084.0,192,1,2021-08-12,Padang
OYO 721 Sulaiman Residence Syariah,Padang Utara,Free Wifi,7.8,Sangat Baik,4,251569.0,5,186413.0,149,1,2021-08-12,Padang
OYO 3092 Falah Residence Syariah,Padang Timur,Free Wifi,8.8,Luar Biasa,1,240167.0,5,177964.0,142,1,2021-08-12,Padang
"OYO 3907 Mine ResidenceNanggalo,",Nanggalo,Free Wifi,8.4,Luar Biasa,0,212507.0,5,157468.0,125,1,2021-08-12,Padang
OYO 1649 Grya Lavinsa,Padang Barat,Free Wifi,9.2,Istimewa,1,332235.0,5,246187.0,196,1,2021-08-12,Padang
"OYO 1326 Mahakam Guest HouseKoto Tangah,",Koto Tangah,Free Wifi,10.0,Istimewa,2,361287.0,5,267714.0,214,1,2021-08-12,Padang
OYO 3305 Bumi Siliwangi Residence,Padang Utara,Free Wifi,8.4,Luar Biasa,2,227223.0,5,168372.0,134,1,2021-08-12,Padang
"OYO 3315 Tanjung Residence SyariahUlak Karang Selatan,",Ulak Karang Selatan,Free Wifi,8.4,Luar Biasa,0,262970.0,5,194861.0,155,1,2021-08-12,Padang
RedDoorz near Jembatan Siti Nurbaya,Padang Selatan,Free Wifi,8.4,Luar Biasa,5,383684.0,5,200475.0,160,1,2021-08-12,Padang
OYO 1673 M Authentic Kost Man,Padang Barat,Free Wifi,8.4,Luar Biasa,0,262194.0,5,194286.0,155,1,2021-08-12,Padang
Homestay Pondok Minang,Padang Barat,Free Wifi,8.4,Luar Biasa,0,270000.0,5,256500.0,205,1,2021-08-12,Padang
OYO 897 d'Dhave Hotel,Padang Barat,Free Wifi,8.5,Luar Biasa,5,360843.0,5,267385.0,213,1,2021-08-12,Padang
Asokatama Residence Syariah RedPartner,Padang Barat,Free Wifi,5.6,Luar Biasa,5,307073.0,5,175032.0,140,1,2021-08-12,Padang
"New d'Dhave HotelNanggalo,",Nanggalo,Free Wifi,7.9,Sangat Baik,34,445000.0,13,389050.0,311,1,2021-08-12,Padang
OYO 1191 Monalisa Residence And Cafe,Padang Utara,Free Wifi,4.1,Luar Biasa,4,275017.0,5,203788.0,163,1,2021-08-12,Padang
360 Homestay,Padang Barat,Free Wifi,8.4,Luar Biasa,0,323886.0,5,200000.0,160,1,2021-08-12,Padang
OYO 3160 Guesthouse Pagi Sore Syariah,Padang Barat,Free Wifi,8.4,Luar Biasa,0,226850.0,5,168096.0,134,1,2021-08-12,Padang
SPOT ON 2946 Harland Guesthouse,Padang Selatan,Free Wifi,8.4,Luar Biasa,0,193525.0,5,143402.0,114,1,2021-08-12,Padang
Grand Sari Hotel,Padang Selatan,Free Wifi,8.1,Luar Biasa,31,315789.0,5,300000.0,240,1,2021-08-12,Padang
The ZHM Premiere (d/h Grand Zuri),Padang Selatan,Free Wifi,8.5,Luar Biasa,61,2315789.0,5,2200000.0,1760,1,2021-08-12,Padang
Plan B Hotel,Padang Barat,No,8.2,Luar Biasa,2,538461.0,35,350000.0,70,1,2021-08-12,Padang
OYO 1305 Hotel Al-Ghani,Padang Timur,Free Wifi,8.4,Luar Biasa,0,267700.0,5,198366.0,158,1,2021-08-12,Padang
OYO 3252 Lansano Residence Syariah,Padang Utara,Free Wifi,8.4,Luar Biasa,0,236118.0,5,174964.0,139,1,2021-08-12,Padang
RedDoorz Syariah near Plaza Andalas,Padang Barat,Free Wifi,8.4,Luar Biasa,0,315948.0,5,165083.0,132,1,2021-08-12,Padang
Rangkayo Basa - Halal Hotel,Padang Barat,Free Wifi,8.2,Luar Biasa,14,357894.0,5,340000.0,272,1,2021-08-12,Padang
HW Hotel,Padang Barat,No,7.2,Sangat Baik,8,733333.0,22,570000.0,114,1,2021-08-12,Padang
Hotel Pangeran Beach,Padang Barat,Free Wifi,8.0,Sangat Baik,35,1038461.0,35,675000.0,540,1,2021-08-12,Padang
OYO 1306 Cendrawasih Homestay,Padang Barat,Free Wifi,9.6,Istimewa,4,270735.0,5,200615.0,160,1,2021-08-12,Padang
Hotel,Padang Timur,Free Wifi,8.7,Luar Biasa,18,350000.0,5,332500.0,266,1,2021-08-12,Padang
"OYO 3073 Twin House SyariahNanggalo,",Nanggalo,Free Wifi,8.4,Luar Biasa,0,159556.0,5,118232.0,94,1,2021-08-12,Padang
OYO 3606 Cendrawasih Resident,Padang Barat,Free Wifi,8.4,Luar Biasa,0,308831.0,5,228844.0,183,1,2021-08-12,Padang
Mariani International Hotel Bundo Kandung,Padang Barat,Free Wifi,7.7,Sangat Baik,17,347715.0,5,330330.0,264,1,2021-08-12,Padang
OYO 4010 Zaara Guest House Syariah,Padang Timur,Free Wifi,8.4,Luar Biasa,0,349145.0,5,331688.0,265,1,2021-08-12,Padang
OYO 1995 Dream Syariah,Padang Barat,Free Wifi,8.4,Luar Biasa,0,270767.0,5,200639.0,160,1,2021-08-12,Padang
Hotel Asoka,Padang Timur,Free Wifi,8.4,Luar Biasa,0,191578.0,5,182000.0,145,1,2021-08-12,Padang
Oxville Hotel,Padang Barat,No,7.6,Sangat Baik,1,623076.0,35,405000.0,81,1,2021-08-12,Padang
The Abidin hotel Syariah,Padang Selatan,Free Wifi,6.7,Baik,3,307692.0,35,200000.0,160,1,2021-08-12,Padang
"Cavery Beach HotelBungus Teluk Kabung,",Bungus Teluk Kabung,Free Wifi,7.4,Sangat Baik,3,455000.0,35,295750.0,236,1,2021-08-12,Padang
Hotel Mongonsidi,Padang Barat,Free Wifi,4.8,Luar Biasa,4,359000.0,19,289000.0,231,1,2021-08-12,Padang
Bunda Hotel,Padang Barat,Free Wifi,8.4,Luar Biasa,2,630000.0,35,409500.0,327,1,2021-08-12,Padang
Garuda Hotel Syariah,Padang Barat,No,8.4,Luar Biasa,0,333333.0,25,250000.0,50,1,2021-08-12,Padang
"OYO 2202 Delima Guest House SyariahKoto Tangah,",Koto Tangah,Free Wifi,8.4,Luar Biasa,0,267520.0,5,198232.0,158,1,2021-08-12,Padang
The Sriwijaya Hotel Syariah,Padang Barat,Free Wifi,7.4,Sangat Baik,20,502153.0,35,326400.0,261,1,2021-08-12,Padang
Hotel Savali,Padang Barat,No,8.4,Luar Biasa,0,668197.0,31,460000.0,92,1,2021-08-12,Padang
Ion Hotel,Padang Utara,Free Wifi,7.8,Sangat Baik,25,400000.0,14,343373.0,274,1,2021-08-12,Padang
Hotel Djakarta Syariah,Padang Barat,No,2.0,Luar Biasa,2,366667.0,25,275000.0,55,1,2021-08-12,Padang
Hotel Musafir Inn,Padang Timur,Free Wifi,9.1,Istimewa,13,276923.0,35,180000.0,144,1,2021-08-12,Padang
Jesnic Hotel,Padang Selatan,No,8.4,Luar Biasa,0,266667.0,25,200000.0,40,1,2021-08-12,Padang
Batang Arau Homestay,Padang Barat,No,8.4,Luar Biasa,0,133333.0,25,100000.0,20,1,2021-08-12,Padang
"OYO 3266 Alifah Residence SyariahNanggalo,",Nanggalo,Free Wifi,8.4,Luar Biasa,0,224936.0,5,166678.0,133,1,2021-08-12,Padang
OYO 3414 Gurita Residence Syariah,Padang Barat,Free Wifi,8.4,Luar Biasa,0,229215.0,5,169849.0,135,1,2021-08-12,Padang
Wisma Rumah KIta,Padang Barat,Free Wifi,8.4,Luar Biasa,0,446333.0,5,254410.0,203,1,2021-08-12,Padang
"Uncle Jack Beach Homestay 1Koto Tangah,",Koto Tangah,No,8.4,Luar Biasa,0,526315.0,5,500000.0,400,1,2021-08-12,Padang
Guest House Arini Syariah,Padang Utara,No,8.4,Luar Biasa,0,280789.0,5,266750.0,213,1,2021-08-12,Padang
Lestari Guesthouse,Padang Barat,Free Wifi,8.4,Luar Biasa,0,356036.0,5,202941.0,162,1,2021-08-12,Padang
Febbycell Guesthouse,Padang Barat,No,8.4,Luar Biasa,0,160000.0,25,120000.0,24,1,2021-08-12,Padang
"Grace Hill Villa Lubuk MinturunKoto Tangah,",Koto Tangah,No,8.4,Luar Biasa,0,2333333.0,25,1750000.0,350,1,2021-08-12,Padang
"DNA KostNanggalo,",Nanggalo,No,8.4,Luar Biasa,0,533333.0,25,400000.0,80,1,2021-08-12,Padang
Hotel Alifa Syariah,Padang Barat,No,8.4,Luar Biasa,0,540000.0,35,350000.0,70,1,2021-08-12,Padang
Wisma Tatar Pasundan,Padang Utara,No,8.4,Luar Biasa,0,240000.0,25,180000.0,36,1,2021-08-12,Padang
Rumah Tamu Agung,Padang Timur,No,8.4,Luar Biasa,0,239999.0,25,179999.0,35,1,2021-08-12,Padang
Hotel Femina,Padang Barat,No,10.0,Istimewa,1,306667.0,25,230000.0,46,1,2021-08-12,Padang
Balinda Guest House,Padang Utara,No,8.4,Luar Biasa,0,278461.0,35,181000.0,36,1,2021-08-12,Padang
"Villa Rumah Kayu Lubuk MinturunKoto Tangah,",Koto Tangah,No,8.4,Luar Biasa,0,1133333.0,25,850000.0,170,1,2021-08-12,Padang
Nagari Koto Gadang,Padang Barat,No,8.4,Luar Biasa,0,369230.0,35,240000.0,48,1,2021-08-12,Padang
OYO 90468 Monalisa Guesthouse,Padang Barat,No,8.4,Luar Biasa,0,170271.0,5,161758.0,32,1,2021-08-12,Padang
Roemah Proklamasi Syariah,Padang Barat,Free Wifi,8.4,Luar Biasa,0,230000.0,5,207575.0,166,1,2021-08-12,Padang
Janevalla,Bandung Wetan,Free Wifi,9.4,Istimewa,168,2923975.0,5,1805555.0,1444,1,2021-08-12,Bandung
Travello Hotel,Cidadap,Free Wifi,8.9,Luar Biasa,113,1084736.0,5,669825.0,535,1,2021-08-12,Bandung
